Text,Star,NEW_COLUMN
Excellent,5,0
Not bad,4,0
Love the group tab!!,5,0
"With newer, faster features Chrome is even better. It helps me word search & gives an option to complete a sentence if you choose - I find those correct 9 out of 10 times. I can't even begin to describe how much this helps me as I am treating #LymeDisease & Lyme Neuroborlios = (brain fog x 1,000).",5,0
Happy,5,0
Super,5,0
This app amazing,4,0
Why I can't update? I have tried the link given but the result still the same. Is it okay for me NOT to update? Will it effect the Chrome performance?,1,2
Group tabs look and work poorly compared to the old way. Huge UI downgrade,2,0
Best application,5,0
I cannot get this to load on my phone.,1,0
DJ,5,0
Nice,5,0
Ponir,5,0
Unable to update the application,1,2
So many sites get error,1,0
VERY BEST application HIS APPLICATION DOWNLOAD 500MB FILE 400MB TO RESAT MORE MB WAST 😁😁😁😁 HIS APP NOT GOOD OPERA MINI BEST APPLICATION ON DOWNLOADE,5,1
Xxx,3,0
If I update a chrome its updated but I open and use chrome it asking me to update but I updated the chrome I using chrome in samsung tablet version 4.1.2 please solve my issue please my tab samsung tab 3,1,2
This app is not updated my play store show is update but I update the app is not updated what a issue,1,2
Super app..,5,0
Oosam app,5,0
good,1,1
It can't update,1,2
The best,5,0
"DON'T TREAD ON ME!!! 😡 Frickin' Google forcing their Socialistic, Monopolistic, COMMUNISTIC B💩 on THE WORLD! FÙ©k U Google 🤬",1,0
Nice,5,0
good,5,1
Good,5,1
Google is super app.amazing.,5,0
Always freezes and I don't support those who need with free speech,1,0
Do do XL au to,5,0
Bad,1,0
Unable to download load movie serie,2,0
Excellent app,5,0
Its efficient,5,0
Good,5,1
Very good app,5,1
Love,5,0
Bilkul bakar ha apps bhout jaldi ya apps hank karne lagta ha aoor ubdate Kar rha hu to ubdate bhi nhi ho rha ha,1,0
D Yup,5,0
good,5,1
Krisi,5,0
Nice app for us guys 2,1,0
Nice,5,0
See many things,5,0
Doesn't Work update not download,1,2
Update problem,4,2
Chrome is bestest browser in the world 🌎 But it consumes alot battery 🔋 Afterall no budy can beat this browser,5,0
Great app,5,0
Super active,4,0
Nyc,5,0
Remove google,5,0
gpod,5,0
Excilent,5,0
Chrome,5,0
"Turning into a pathetic browser from the top performing browser, Doesn't search just keeps the blank page and hangs there 2 out of 3 times I search. Also somehow not able to install 4th Feb update every other app do not have this problem, so nothing network related.",1,2
Good,5,1
English,3,0
There use to be no problem w chrome now it won't even work 😒😒im very disappointed with it,1,0
"I love this browser, keep the good work",5,1
Why can't i update this app?,1,2
Good,4,1
10 times better than Samsung internet I have to use the same to an internet but nothing but hackers,5,0
"I just got an update today. Now the share function is acting weird. It lists NO message contacts or other apps. I can' t fix it!!!!! This really sucks! Update 2/18/21: WHY do i keep seeing emails that I have DELETED every time I open my email in Chrome????? I have used chrome since it first came out, but can we get back to FAST & RELIABLE instead of packing in glitchy ""featutes"" ???",1,2
Yaar updated resume....,4,2
Perfect,5,0
Good,5,1
Good,5,1
😘😘😘😍😍😍,4,0
My chrome is not updating.I tried to update chrome but it's not updating!!,1,2
It's most wonderfull,1,0
keep getting threats threw notifications saying virus or we going to lock up your phone soon which is very rude,1,0
"My God, I understood... I could cry. Thank u.... I don't really need or want any other person/or entity to be accessing my ability to speak or text others without them Interterviening .... Or preventing the calls or text from being received either way from me or from others..... And I would always want the misrepresented to be traced because it would be obvious considering they have made it thier business To be in mine and it's obviously in the system administration's account.....",5,0
Gjb,5,0
Iphona,2,0
JENNIFERHARRIS,5,0
Why not working the slove verification captcha,1,0
Sittie G Mamalo this app is a little bit worst. I don't understand why everytime I updates all my apps only the Google Chrome doesn't working.,3,2
It's quite a unique app and it helps so much,5,0
may be,4,0
"It,s perfect",3,0
Superb,5,0
Great,5,0
Awesome app I highly recommend it,5,0
Good app,3,1
Very nice 👍,5,0
I might have given it a higher rating but it won't install so for now I will live with the update needed notification,1,2
very useful,4,0
unable to update chrome,2,2
Amazing,5,0
Good,3,1
जय श्री निषाद राज,5,0
Very useful for me keep using guys good app !!!,1,1
This is kachra,5,0
Great,5,0
This is one of the disguisting app that contains too many ads every time. One who wants to search something is always disturbed by nonsense google ads.,2,0
Good,4,1
Fast and accurate.,5,0
Good app 👍👍,5,1
Nice,5,0
Perfecto,5,0
So good,5,1
After clear DATA & CACHE in app info.. is working fine.. Thanks you Senkun.. Chrome is came back to life,5,0
I Love It!,5,0
It is not updating,2,2
"New features are horrible, can't navigate properly. Please roll back",1,0
Amakuru agenzelom,5,0
Nice Super,5,0
Not good . didn't update the application,1,1
Like,5,0
Very good,5,1
Good,5,1
12345 12345,5,0
"I think here i c many ppl with same problem like mine....app isn't at all updating though u have good net connection while all other apps can update..along with android web viewer, this app doesnt update",2,2
Good Awesome People should use this app,3,1
Very nice,5,0
"“किसी की मुस्कुराहट की वजह बनें या ना बनें, किसी के दर्द की वजह कभी ना बनें”",5,0
Excellent,5,0
Abdukl,4,0
Unable to update Chrome app please find and fixed,1,2
Good 100%%%##$$,5,1
Not updated,1,2
Keep saying update but won't,1,2
Good app,5,1
Not updating chrome browser still version 83.0.4103.101 The Google not respond to my review,1,2
Good,5,1
I have a request. In Chrome i want camera like the mic exist there. Please can you put camera beside the mic. Overall i love google chrome.,5,0
Nice app,5,0
excelent,5,0
Please explain to me why I cant update this app it's actually very frustrating,1,2
Good,4,1
Very good Sundar Pichai.... Tam to bade havy driver nikale ...,5,1
Ok,5,0
Can't update,3,2
Yes cess,4,0
Kaiyai.😤🗼🔯LLC.! $$$₩₩₩?เปันไปได้จังใด.!(ເວລາ ລຸດ.ອ້າຍບ່ໄດ້ຍ້ອນເດີ້.).!,5,0
Updated version is really terrible....😵😵😷😷,1,2
Best Aap,5,0
Bad,1,0
Log delay,3,0
Oo,3,0
I can not update my chrome app. I try many times ...... Please solve my problem.,2,2
I DONT WANT AUTOMATIC GROUPING OF TABS. IT JUST ADDS EXTRA STEPS TO GO BACK TO OTHER TABS. ATLEAST PROVIDE THE FEATURES TO TURN ON/OFF IN SETTINGS. 😡😠,1,0
Thanks again,5,0
What is problem,5,0
I love Google I love how I can tell my kids to ask Google when they need to find an answer,5,0
Better,1,0
It is very nice application the application developer unless you delete them,1,0
Keep up...greatness at work.,5,0
This update is poor. Doesn't work any search not loading any page,1,2
Good soooper good,5,1
"This was good but the newest update makes way harder to navigate. By like why did you remove the ""open in new tab"" it was so useful and now these groups make it harder to browse.",1,2
Nice,5,0
Most terrible update ever. So user unfriendly. Do not update.,1,2
🙏,5,0
I am very upset from this app because I can't update this app after showing update notification.😞,2,2
It is very helpful for us and this app usually save our time also.,4,0
I don't know when this was added but you can group tabs together like in the desktop version!! The feature I never knew I needed but it makes organizing multiple tabs 1000% better.,5,0
Ok,5,0
Sassa,1,0
I am not able to update. Please let me know what is the problem,1,2
Update screwed all the settings and rearranged all settings Terrible,1,2
Love Google,5,0
Good,4,1
"I absolutely despise the new update. The tab organization is so bad I can't even put it into words. It is so much worse now. I can't even open Chrome anymore. Please whoever, if anyone reads this, SWITCH IT BACK! I beg of you.",1,2
Nice,5,0
Best,5,0
Im fed up of updating this all the bloody time,2,2
Not working. Worst update for mobile devices,1,2
App is very good,4,1
Spying app,1,0
This app is the worst app i ever used first you can't play any video in this app during calls second there is no background play and third i have to see this nonsense every time i scroll to my apps,1,0
If it's not broken don't change it. Who thought it would be a good idea to change the tabs view option? I hate it! At least give me the option to bring it back!,1,1
Nice,3,0
The best,5,0
"New update is garbage, completely ruined the Tabs system for no reason. Who asked for this???",1,2
"Oh God finally update (android view, Chrome)",2,2
I Hate Google.,1,0
D evraj,5,0
Thanks Best Western Union Bank LTD for you and broth and Jell-O salad for lunch tomorrow,1,0
Good,4,1
Not update,2,2
Exlent,5,0
The mandatory new grouping is not comfortable.. should have left newtab option with multiple windows.. pls let me know how to revert back to old version,1,0
Best,5,0
Always good,5,1
Good,5,1
It doesn't want to update,2,2
Good,5,1
Unable to update.....once it finishes its update than again itself gets to update..this goes on continuous its creats problm to update the app,2,2
Good,1,1
"My chrome will not Update since one month... I will try to update my chrome it will always shows ""pending"".... Would you solve my problem.",1,2
Good,5,1
"I don't like how the tab screen is organized with the new update. I don't like how it's a double column compared to the previous one column and when I rotate the screen to see if it does go back to one, I come across having three columns. I don't like that it forces you to make a new tab that you open into a group that in order to get rid of you have to go to the tab screen and manually do it yourself. When you do undo it, you loose the new tab in all your other tabs.",1,2
Factory resetted the phone but google chrome app is not updating manually nor automatically,1,2
Ok,1,0
Not getting updated correctly,1,2
good,5,1
Cant stsnd it,5,0
Aku cinta kamu,5,0
👩‍💻👩‍💻👩‍💻👩‍💻👩‍💻👩‍💻,5,0
Chrome won't update . 🤬,1,2
Good,5,1
Nice job,5,0
I keep pressing update. It won't update.bi know there is nothing wrong with my phone it is brand new. I just got this phone.,2,2
Excellent,5,0
Five star,5,0
Ok,5,0
good browser for me,5,1
Good,5,1
Best,5,0
Lovely,5,0
It works with android system web view why ? Every update is with Installation error takes too much time and usually a failure to install in my samsung galaxy A50,1,2
Problem solved,4,0
It wont updare on my phone so its l obsolete,2,0
Easy to use,5,0
Good,4,1
Its great Thanks,5,0
Please remove the group tab feature,1,0
"I don't like the grouping feature. If I want to open a link from a pre-existing tab the only options I get is to group the tab or open in incognito. The little tab at the bottom that pops up if you do decide to group your tabs is also annoying, as I don't like it when things take up space. Please fix, thanks.",1,0
Very important app in our mobile phone,5,0
The new update is really terrible. Why would you do that? Chrome was so convenient before and now I don't even understand what's going on. The layout is just so unnecessarily complicated.,1,2
"When playing games 3hours my phone not get heated but using Chrome for using 30minutes its heat up my phone fastly, drain battery fastly",1,0
Good,5,1
Good,5,1
"Terrible update. I don't care that tabs are similar and the bar at the bottom is nuance and not helpful in the slightest. I prefer going to the top to select the tabs needed. Also, closing said tabs now no longer closes the app. I wish I could revert back, not pleased.",1,2
Ok bettered,4,0
Bad,5,0
Not updated,1,2
When i try to update it shows pending then aromaticly cancelled what happens,1,2
Card view was much better! I definitely need it to be returned,1,0
"Such browser exllecent .,...",5,0
Good,5,1
Excellent worked very well,5,0
"It was real good, until the latest update introduces group tab. Please, I can keep track of my tabs myself. At least give me the option to turn it off. Thanks",3,2
When touch search bar app automatically switch off,1,0
Nice paK,5,0
The old version was so much better. The new update makes everything so complicated ugh. The group tabs option is especially irritating.,1,2
"Just great performance using chrome bravo!!! Y'all are doing great,keep it up",5,0
Good,5,1
So poor work it,1,0
Excellent,5,0
Super but there is a problem of network connection.,5,0
Not able to update... But it shows update browser...,1,2
wow app,5,0
Good app,5,1
Too good app,4,1
"The new feature for tab groups is a hassle, atleast for me. So it would be nice if there was an option to turn it on or off.",3,0
"Suddenly get blank pages when search. Useless now, since feb 17 update. I have samsung galaxy s9.",1,2
Good,3,1
Best app,5,0
Rukon,5,0
Download beta version of google chrome it should update automatically,1,2
Lovely site,5,0
Love so much,5,0
This app so very good,5,1
Nice,4,0
Bad pic send . children's are showing,1,0
"Lost a 2 stars because you have removed the easy to press new tab+ that used to sit next to current tabs on the new tab page. Now I have to take my finger all the way to the top left or the menu to open a new tab. Also you have never re-implemented the swipe away news feed, so annoying, bad UI decisions!",3,0
good,5,1
Nice,5,0
Wow,5,0
Suraj,5,0
I am unable to update this app and due to this old version some sites are not accessing....please give update to redmi note 7s,1,2
Updated nhi ho rha he,1,2
Not able to update the app!,1,2
good,5,1
Good,5,1
Excelent,4,0
"For some odd reason, I can't update or uninstall. I've never had issues before but now it's been acting very weird.",2,2
Hi I fill proud of google,5,0
Why Am I failing to update?,1,2
Find 1 tonteg close tonteh Thanks Jeremy,5,0
I can't update it plz help me out,1,2
"I'm still trying to understand why you add new features to the apps, changing what users are used to, and we like. Now tabs are displayed in groups. If you were smarter, you should've known that it should've been added as ""an option"", never as the ""only"" option. It seems to me that you don't really know what users want. Don't make ""changes"" by eliminating previous features, just ""add"" new features as new options for users. It can be a great new option, but keep the old option as well.",2,0
Nice very fantastic,5,0
New tab system is not good.,1,1
Nice,5,0
Good,5,1
Excellent!,5,0
Good,5,1
Great,5,0
"Refused to update, had to reinstall",1,2
cannot update new version,1,2
O P L Ll,5,0
Best app,5,0
Good,4,1
Good,4,1
Will not update,1,2
Good apps,5,1
update is too late,1,2
Best working,5,0
It good to have,5,1
I can't able to update my Google chrome please I need help asap,1,2
Very good,1,1
Nice,3,0
Not updating.,1,2
Ahsante.,5,0
Update problem.I stopped using chrome,1,2
👍,5,0
Nothing to say .,5,0
Worst!,1,0
Cholche konorokom..bes valoi,4,0
Good apps,5,1
You sent me a corrupt email by linking it to my new third phone and I lost my internet. Can't make calls. It's dropping calls more now so I know I am about to loss another phone. I have repeatedly asked you for help. Erasing my email won't fix it either. Because I have tried. I have bought three phones only to have you send me link to to a hacker. Plus they got into my bank. Thanks.,1,0
My google chrome was not working,1,0
Best service,4,0
Terrible update. New style tabs are awful. Been using chrome for as long as I can remember and I'm about to switch,1,2
I'm using pixel 3 and cant update. I dont know why this is the only app that it's not possible.,1,2
I can't update my chrome,1,2
Good,5,1
Nice App,5,0
Very good,3,1
App will not update. Terrible interface. Honestly one of the worst browsers in existence.,1,2
XXXXXXXO,1,0
"How do I disable the group tabs functionality? It's awful to use it. Please, when long clicking in a link, add an option to ""Open New Tab in a New Group"". I hate that I have to open a new tab in the group, which takes 10% of the screen, because it shows a stupid tab selector in the bottom of the screen. Then I need to separate the tabs in new groups, and when I come back the stupid tab selector is still there with only one tab. Who thought this was a good idea?",1,1
When i read more about this..and learn more about help device..i just understand we had no secure privacy at the hold life in every days..,5,0
Cant complain about it really,5,0
Best,5,0
Chrome is not updating in my note 7 Pro pls repair the issue,1,2
It's sucks shocking programing,2,0
This is the most helpful app because any word any thing whole learning do fast,5,0
Mst,5,0
😋😍😘,5,0
I cant see my downloads when i open my storage .I need to know WHY!!.ITS SO FRUSTRATING,1,0
Well good,4,1
බෙස්ට්,5,0
Good...,3,1
Super,5,0
Its vidio quality is nice🙆‍♂️😘,5,0
Hawaiian Hawaiian Hawaiian Hawaiian,5,0
Excellen5,5,0
Good,5,1
Super this app,5,0
Excelenr,5,0
"I am having problems with the app not loading website and I am getting messages that, Chrome has crashed. I have never had a problem with Chrome before. I will change the star reviews onelce the problem gets fixed",1,2
Dont like javing to loge into chrome to get reded of forced updat chages to how ot functions spisficly the don not like the tile tabes so ill remove crome and never use it agen,1,2
Not bad,3,0
New grid tab display is garbage on a phone. The print size is too small for old people and it is not changeable in the settings. You want to frustrate seniors. Maybe I should use Samsung's native browser that came with my phone as my default. It's better on my battery life too. These sorts of stupid changes are why people don't update apps.,1,2
Informative app,5,0
Excellent browser,5,0
Because of new update,1,2
Nice,5,0
Best app,4,0
Google chrome has always seemed to work well for me. I only have one issue. It is that the extensions do not work for me. I give chrome 5 stars because I have not yet encountered any problems and I have been using chrome for a long time.,5,2
Good,5,1
Hahaha,5,0
Great,5,0
I love you Google chrome,5,0
Ok,5,0
Nice,5,0
Will not update,1,2
"Хочет обновиться, но не может. Так и работает неполноценным",3,0
Very nice,5,0
"Esse app e o melhor navegador que eu ja vi em toda minha vida, estao de parabens os desenvolvedores👏👏",5,0
Good,5,1
"Ставлю 2 за табы в группах, которые не нашел как отключить. Зачем это в мобильном браузере? Теперь лишнее нажатие при переключении",2,0
"The news feed is only showing news relevant for US. I am in India, I dont see any of the news from my country.. the news feed recommendations have screwed up big time.",5,0
"Great search and browser app, I love it.",5,0
Gif Previews while at google image search is broken.,1,0
Bad,1,0
Awesome,5,0
I have galaxy note 10 plus with android 11 and i can not update chrome... may i ask why ?,5,2
Too good,5,1
Good,5,1
❤😙,1,0
New tabs update sucks,1,2
Good,1,1
Good,5,1
Good,3,1
In downloading network speed is too slow 😑😣😒,2,0
Not updated in the app,5,2
Udaypoweruday,5,0
Good,5,1
Not gonna update this...it make worst after that it keep show the ads.,1,2
"As of February 21st, 2021, the update that was pushed out is quite garbage and only convolutes the current Tab process in place. I believe I understand the intent as being able to group multiple tabs can prove to be useful, but the execution is all wrong. The previous version of being able to swipe through tabs was much more efficient. Next time please stick to bug fixes and not things that did not need any changes.",2,2
Power full,5,0
please fix the tabs. I hate the new tabs. Better give back the old tabs:),1,0
Gud,5,0
Good apps,4,1
love the new tab groups!! but for the love of god please let me name them. they're organized now but like.. WHAT is organized. lmao I dont know. I don't know.,4,0
Not bad for a chromium,5,0
ज्ञानेन्द्र,1,0
Awesome,5,0
What is the problem with my phone and data going so slow a . ..bout my adult video not children,1,0
Ok,5,0
Good,5,1
Love ❤️,5,0
Desagradable,1,0
Games. Telugu lo mismo the yttgvb .m sex sex,5,0
Good,3,1
PLEASE REMOVE TAB GROUP BAR AT BOTTOM OF SCREEN OR GIVE US THE OPTION TO DO SO.,2,0
Can even update this app if u hit update it doesnt update why have an app you cant updatw,1,2
Won't update,1,2
Not able to update,1,2
NiCe,2,0
Won't updating why?,1,2
"tab update is abysmal. I have finally reached the point where I'm done. going to go find an older apk from some guy so I never have to be auto-updated to worse versions of Chrome again. they took a simple, organized system and make it visually unparseable. removed toggle button at top-right in tabs view, can't tell what each tab is at a glance anymore, can't change whether the columns are left- or right-dominant, can't even name the groups! awful bs. kick your shareholders out already",1,2
Good but the new update is not so good,4,1
I am not able to update chrome When I give update it's just ideal Worst update,1,2
Doesn't open. Can't update it to fix it. It's gone.,1,2
Changing the tabs view to tiles without the option to change it back to layering really rather ruined this for me. I liked being able to easily scroll down to the tab I wanted without everything being in view. The tiles just suck.,2,0
Chrome Everything Under The Dome.,5,0
ভালো,5,0
KAKA SINGH. . .,1,0
Great,5,0
Simple an easy,4,0
Open,5,0
"MY Google Chrome is so good and to protect my history thanks for your Services, Google Chrome i can comand all the services use Social media keep it on",5,1
Nice,5,0
Previous version was much better,1,0
Nice i really appreciate,5,0
Nice,5,0
Nice,4,0
worst update,1,2
Wow(｡♡‿♡｡)(｡♡‿♡｡)(｡♡‿♡｡)(｡♡‿♡｡)(｡♡‿♡｡),5,0
"it's not updating, fix the issue, when I have going to start a new tab it has automatically closed",1,2
Will not update,1,2
Wow,5,0
"First time ever I have to change the browser from the Chrome on mobile device. The tabs, suggestions.... did this even went through quality control?",1,0
Too much ads,3,0
App won't update,1,2
Absolute balls,2,0
It doesn't update.. Worst experience...,1,2
"Google, stop making useless changes! The tab page has been significantly downgraded and is no longer friendly to use",1,0
Best,5,0
Very bed,1,0
Great,5,0
Help full Super,5,0
Super,3,0
Jan,5,0
Wonderful App,4,0
Shahjaan brohi,5,0
Nice 👍,5,0
Good,4,1
I am so happy 😊😊,5,0
Supare,5,0
Usefull,5,0
Isnt updated,1,2
Very good ap,5,1
The most recent android update broke google chrome like biscotti. It crashes on launch. I had to roll back to an earlier version. Come on.,1,2
Good,3,1
Excellent browser,5,0
Mdrayhan600@gamil is tnx,5,0
Nice,4,0
"It's started asking me if I want to open links in chrome or apps I don't own when clicking on links. There is no selection to remember my choice and is just an annoying pop-up that gets through the pop-up blocker. Taking off another star. When long pressing things you can no longer open in another tab, only a tab group when requires more clicks to navigate to than before.",1,0
Thanks to forced update chrome now sucks. Good job you greedy bastards,1,2
Hiiii,5,0
I really love this app it is faster than any application it helps me to solve so many problems..,3,0
"I'm unable to get it to update on or off wifi for months on my new, fully activated an LG Velvet! All I get is a rotating, pending updates circle wheel each time I have tried! It says pending up top and has a grayed out open button that read update prior to tapping it. (I am using my phone in Dark Mode when and where it can apply it). The button was next to a still pressable cancel button! I get infinite loop tapping the red update line in the righthand browser menu in Chrome or via store! Help!",1,2
Good,5,1
Excellent,5,0
Good,5,1
But Google don't open my mercury ? WHY?,5,0
Thanks too Google,5,0
Xlent,5,0
Not able to update the app from play store 😔,1,2
Very poor,1,0
Why we are unable to update ?,1,2
Duck out before the ops get a drop on you stay short live forever,5,0
Its more stable and secure,5,0
Good,5,1
I love this app,5,0
A+,5,0
"Won't UPDATE, WHY NOT???",1,2
Unable to update,1,2
Gaffar,2,0
Good,5,1
Nice,5,0
It's good app,5,1
Website not open why,1,0
Will not update 😢,1,2
Why is it showing download pending? It is already downloaded. And there is download option. But it is already downloaded.,1,0
Slow working I am not interested in Google very disturbance,1,0
Supper,5,0
Good platform,4,1
Good,5,1
It uses so much of my battery in the background even though I've turned it off. I've tried everything and it's still sucking the battery life,1,0
Not able to update every thing is ok with my phone ..... All other apps are updated but not this one,2,2
Bad,1,0
So good,5,1
Verry verry Bad app,1,0
I am very happy,5,0
Lamp is chrom apps my life,5,0
Good,5,1
I don't understand why am getting messages from unknown apps I always block but other ones come again 😐😡,1,0
Good,4,1
Good,5,1
Perfect,5,0
Okay thanks,3,0
🙌,5,0
It's not updating on my new phone,1,2
What kind of moron have decided to change tab view?,1,0
App is not getting updated,1,2
Good,5,1
A G,5,0
This is a great,5,0
Super App,5,0
Very good,5,1
No just no,5,0
App lagging and not play video,3,0
Useful and updated,5,2
Good,5,1
Nice,5,0
THE chrome is very fast,5,0
Thank you for having me on yoursite Antoinette Toney,5,0
Group tabs are so confusing! Old tabs were better.,2,0
Super 💖,5,0
Very best,5,0
Nice,4,0
Eyu,5,0
Help my Chrome my Gmail micro me open the Gmail I love Croma the new version open the,5,0
Op,5,0
No good,1,1
Ok,5,0
Good,5,1
Not nice,5,0
Goodwell done,5,0
It's good,5,1
Super,5,0
Well,5,0
Video autoplay for sites like Twitter are messed up. Getting a blank white screen unless I switch to fill screen.,1,0
Vorest,1,0
It always crashes wish the app would get it together. Crome was the best but now it sucks. Please work on the issues that your app is having or I will b forced 2 find a new browser. And I mean quickly. Wonder what is really up with this app U guys have had more time to get the app fixed. Come on Google really. Its not even worth 1 star but As always thats the only way you can even leave a review which should not even b allowed. Way 2 go google.,1,2
Good,3,1
Not able to update google chrome since i purchased One plus nord. On click on update button nothing happens on play store. Just loader icon run for 1-2 second and stop..not able to update. So forcefully you need to use older version. Also whenever i try to search anything it shows blank screen all the time. You need to hit url or search text again to load the results.,2,2
I'm not pleased with the way the manipulation of this phone I supposedly won. I am very disappointed and do not want to be bothered with this app anymore!!!,1,0
Good,5,1
Download,4,0
"I usually rarely rate apps but I feel so frustrated that I have to come here and say that I hate this latest update. Listen, chrome : whatever the hell you are trying to do with tabs, stop it. It's messy, confusing, useless and unnecessary. It was good as is, so WHY ON EARTH did you make it to be so complicated and annoying. It's so annoying I might just use some other browser, at this point.",1,2
Good job,5,1
I am not able to update this version. Give the reason why?,3,2
Malware on my chrome,1,0
Good,5,1
Good,5,1
Great,5,0
Theek hi hai,5,0
Good Google chrome,5,1
This stupid app will not let me update it at all,1,2
"Issue Cannot update this new version for my phone xiomi Redmi 9. Please fix this problem,tq",3,2
Amor this app,5,0
Nice,4,0
"It's terrible thing I can't update my chrome on android 11 this sucks while I clicked on update all option in playstore chrome gets stuck with download pending process of update I'm facing this issue for hardly 6 months, Kindly have a look at it",1,2
Unable to update the app from past 3 months,1,2
Nice,5,0
good,1,1
Not update app,1,2
Good,5,1
Nice,5,0
the best,5,0
Perfect,5,0
Ok,5,0
Cool,5,0
I have looked out on my phone as a security I came with the phone and it came up and gave me a red flag saying that Chrome is a vulnerability fix immediately it's the only one that said that about so I'm deleting my Chrome I'm using brave now,1,0
good,4,1
I'm going to my parents house,5,0
Superb,5,0
Good,5,1
Can't update?,1,2
Good,4,1
What know about rolling down in the deep yeh!?,5,0
nice app,5,0
Best internet browser,5,0
Super Excellent,5,0
Good,4,1
Faltu browser for phone,1,0
Excellent,5,0
Its nice,5,0
Good,5,1
Ok,5,0
Hate Apps not updated,1,2
Man o man am I ever glad I didn't update this app . After reading the reviews I have realized it would not be a good idea to update it. So for now I'm going to stick with the previous version. One would assume that the smart people at Google would do a bit more research before fixing something that isn't broke. For the most part Google has been pretty good for me so I hope the next update will be a little more thought out and have a lot more positive reviews because this one had practically none,1,2
Hi baby,5,0
Suprab app,5,0
Very good,5,1
Bad is full of virus,1,0
Good,5,1
Him you were able too young and old 😂😂 y,5,0
Sweet,5,0
Great,5,0
Ewst,2,0
nice,5,0
Very nice 👌👌😊👌👌👌👌👌👌👌👌👌👌👌👌 you have you,1,0
Right now it's good,5,1
Osm,5,0
Chrome wont allow me to update and keeps freezing,1,2
Nice,5,0
Super duper,5,0
Grid layout is really sucks.. automatic tab grouping sucks... Keeping tab switch and options on the top sucks.. Chrome is the only app that getting worse in every update.. I wonder who are those dumb engineers approve this kind of updates,1,2
Still not very reliable.Unresponsive very often.,2,0
Ok good,5,1
"Update: it finally updated, only took about 6 months to do it! If you're having this problem just turn off auto update, and update all other apps before you do google or Android web view. I like Google chrome but for the last two weeks I haven't been able to update, I push the update button but nothing happens. I even deleted it and tried to reinstall but it still won't update!!",3,2
"I don't know why there is a need to update a thing that's worling totally fine. I am on a tablet and the chrome works really bad after the update. I got a tip for those who *accidently* updated chrome. Uninstall it and then don't update again And for the people with pc browser, use Brave browser, it is really nice working browser better than chrome nowadays. (No promo) And this is for the devs,🖕",1,2
Good and good working,5,1
Love you chrome,5,0
Hhh,5,0
Good work,5,1
No se ha dejado descargar,1,0
Every time use full,2,0
"Not a fan of the new version of tabs. The grid layout makes it more confusing to sort through, I much prefer the old stacked style where my focus was on each tab. Also, what is ""open in new tab in group""? Why are there ""groups"" in tabs? Why can't it be a simple ""open in new tab"" as usual? Overall it's very confusing, please fix it.",2,0
Great,5,0
"I've been having issues with getting to update the app. I also can not even use the app when it needs to update, either. If I try to open a tab, it'll close while it's still loading",1,2
kiran chavan Good,5,1
Update option not availabile and not work,1,2
Fast and furious,5,0
Good,3,1
Whoever approved the new UI changes definitely forgot to check UX. 0 rating on the New UX.,1,0
Very nice,5,0
Very Good... But needs to simplify.,5,1
Good,5,1
My phone handset is Samsung Galaxy S10Lite and chrome app is not updating for the past 4 months. Can somebody from the tech team help me with that ?,2,2
Good,5,1
md,5,0
ok,5,0
Google is always safe,1,0
This update sucks! You keep messing with my tabs!! Don't want to group tabs in a box!! Like the roll or swipe tabs better. I know where my stuff at. Fix it or I'll disable this browser!!!! NOT HAPPY...,1,2
I can't update.Google Chrome.For my mobile.. please help......,2,2
Best,5,0
Good,5,1
I'd probably give it 5 stars if the update would ever work,4,2
Ok,5,0
"Live,sex, Bold",5,0
Good,5,1
Cool,5,0
Great,5,0
Good,4,1
It won't update,1,2
O ok him m,5,0
😍😍,5,0
Must,4,0
Not updates way,1,2
Nice,5,0
Not getting updated Bsdk,1,2
Happy,5,0
V good,4,1
"Why it's not updating from play store ??? Also why it's not removing or deleting ??? Dear team, Plz sort out otherwise I will give zero rating",1,2
Good,4,1
"Worked just as desired until the update that forced tab groups. I don't want or need groups, so please give us the option of doing this instead of forcing it on us. At least give me the option to open a link into the same tab group. Why does it only give the option to open in a new group?! Google chrome? More like Google fail. Looks like it's back to Firefox until this gets resolved again.",1,2
I am unable to update it ..tried many times but same result .kindly help me out,1,2
God is grt,1,0
Op,5,0
"Exceptional app, fast, reliable.love IT!",5,0
good,5,1
Google privacy,5,0
Super vera lvl,5,0
Good,4,1
👍,5,0
Excellent,5,0
"Buggy as of Feb 2021. Many sites don't work or the app freezes. Took away desktop mode before you ask for a web page when adding a new tab so sites send you to Google play store and they don't give you a chance to use them in desktop mode, New bugs especially in page organizing functions. If they fix all the recent bugs created in the past 2 months & had the ability to save websites to view later or open in the background like Firefox it would get 5 stars",1,0
Can't update,3,2
Nice,5,0
Can't upgrade since last 8months,1,0
Can't update,1,2
"Chrome is SUCH a good app,but something bothers me,when I hold on any image I find,it says at bottom ""search with Google lens"" but when I tap it,nothing happens,I even searched for Google lens app,nothing, can you either fix this or explain this to me? Why nothing happens when I try to use the ""search with Google lens"" ?? I still give 5 stars for this AMAZING app",5,2
"Grouped tabs on a phone, I love having to squint to see what used to be easy to flip between. And no way to turn it off.",1,0
Unable to update,1,2
My best porn experience,5,0
JAI HIND🙏🇮🇳JAI SREE RAM🙏 HINDUSTAN KI KASAM🇮🇳🙏👨‍👩‍👧‍👦,5,0
